review_id,app_id,author,rating,content,timestamp,thumbs_up,app_version,reply_content,reply_timestamp,scraped_at
b403f64e-47e5-4d45-a835-c279a7271dbe,com.whatsapp,Michaela Lakicha,5,ᘜOOᗪ,2026-01-28T15:35:48,0,2.26.2.72,,,2026-01-29T15:46:29.604243
03cc9174-b5dd-4d00-8dfb-b47e6c7783c7,com.whatsapp,MaineeGogoi Kalita,5,good,2026-01-28T15:35:29,0,2.26.2.72,,,2026-01-29T15:46:29.604244
29c23c85-b3f2-4d64-8985-3eb7f4cdf927,com.whatsapp,Savita Trimbakar,1,"WhatsApp isn't opening on my phone. It's not even downloading. I don't know what's going on, why WhatsApp isn't downloading on my phone. It keeps scrolling endlessly.",2026-01-28T15:34:51,16,2.26.3.79,,,2026-01-29T15:46:29.604244
3ea71007-be97-4751-9ab1-99a259075065,com.whatsapp,Humayun Kobir,5,good,2026-01-28T15:34:13,0,2.26.2.72,,,2026-01-29T15:46:29.604245
e6d853bf-3f1d-48b6-ac87-4778551fe582,com.whatsapp,koneti peter,5,good and make easy,2026-01-28T15:32:31,0,2.26.2.72,,,2026-01-29T15:46:29.604246
fb5bb0e9-95ce-4f3e-b477-a43d9b7ccd88,com.whatsapp,Ranjit Tamang,5,wow nice 👍👍👍👍👍👍,2026-01-28T15:32:24,0,2.26.2.72,,,2026-01-29T15:46:29.604247
5647bf2e-e5be-48ca-b300-11c1da90ab46,com.whatsapp,Shivukumar Shivukumar naiyk,4,ok,2026-01-28T15:32:04,0,,,,2026-01-29T15:46:29.604248
e8741b44-a387-4249-be8b-a4efab7d3dec,com.whatsapp,Mariyappan Thiruvalluran,5,good,2026-01-28T15:31:44,0,2.25.37.76,,,2026-01-29T15:46:29.604249
b92fb144-673f-4139-8463-48f2ef264372,com.whatsapp,Sajjad Ali,4,good,2026-01-28T15:31:13,0,2.25.37.76,,,2026-01-29T15:46:29.604250
9792a844-710d-480b-b767-1bbbbd443126,com.whatsapp,mahdis,1,awful,2026-01-28T15:30:43,0,2.26.2.72,,,2026-01-29T15:46:29.604251
842bb45f-ec43-4476-949f-b3e6f40151c3,com.whatsapp,Victory Ogunleye,4,"good but roll out all the status reshare for everyone, I'm not able to activate mine, the option is not there",2026-01-28T15:30:04,0,2.26.2.72,,,2026-01-29T15:46:29.604253
bd1e4c67-7bd6-4944-a87f-f2a8c93f54f9,com.whatsapp,Sanjeewa Gunasekara,1,දුරක ඉඳන් ළඟ ඉන්නවා වගේ කෝල් ගන්න පුළුවන් සුපිරිම වැඩක්,2026-01-28T15:30:01,0,2.26.2.72,,,2026-01-29T15:46:29.604253
ddadf505-752d-4320-a27a-982721a34145,com.whatsapp,Iru Veali,5,"100% the best app, have been using it since I came to know the app",2026-01-28T15:29:38,0,2.25.37.76,,,2026-01-29T15:46:29.604255
63d0a916-e2ef-4a33-ac4c-4e96f008b18a,com.whatsapp,Arnie Subong,5,"whatsapp is becoming verg essential now because we can get in touch with the coworkers,relatives and friends",2026-01-28T15:28:36,0,2.25.20.82,,,2026-01-29T15:46:29.604255
48cba624-b4ce-4f43-b1bd-b0825835567c,com.whatsapp,Boniface Stephanie,5,best app,2026-01-28T15:28:06,0,2.26.2.72,,,2026-01-29T15:46:29.604257
59aff362-6a4d-4320-a4df-cb8d281c64e1,com.whatsapp,Rajt shekh Rajt shekh,5,bekar whatsApp,2026-01-28T15:27:49,0,2.25.14.76,,,2026-01-29T15:46:29.604257
3447f585-7cdb-42f5-9e73-61fd97cb9016,com.whatsapp,Sujit Paswan,5,good,2026-01-28T15:27:26,0,2.25.37.76,,,2026-01-29T15:46:29.604259
1619c196-22c8-4dfa-be07-48bdb6f0f5a1,com.whatsapp,Sipa Apona,5,All best,2026-01-28T15:25:04,0,,,,2026-01-29T15:46:29.604260
dab0c2ca-2464-45c5-9c3f-7f85b2cb2876,com.whatsapp,Deep Sandhu,1,kya Hamare chalta hai yaar tum Chala hi nahin rahi hai,2026-01-28T15:25:04,0,2.26.2.72,,,2026-01-29T15:46:29.604260
bb54e456-5d76-4591-9034-5132ff1e2b8a,com.whatsapp,Rifa Muhammad Amin,5,good user,2026-01-28T15:24:46,0,2.26.3.79,,,2026-01-29T15:46:29.604262
a32c4f00-8681-43e7-8e94-fc530065c787,com.whatsapp,Jean blanche,1,does not work anymore,2026-01-28T15:24:24,0,2.26.1.76,,,2026-01-29T15:46:29.604263
a433c88c-e06f-4730-9f40-ac74368f89e4,com.whatsapp,Edress Ahmad,5,very use full,2026-01-28T15:23:22,0,2.26.3.79,,,2026-01-29T15:46:29.604264
53edd1e5-1628-4c74-9c3f-e7d2075e6fa3,com.whatsapp,Mushtaq Ahmad,5,O.k.,2026-01-28T15:23:15,0,2.26.2.72,,,2026-01-29T15:46:29.604265
01da61f4-9ced-4648-bec3-783c9ff4b166,com.whatsapp,Al Emran Hussain,5,nice,2026-01-28T15:23:11,0,2.26.2.72,,,2026-01-29T15:46:29.604266
62e26dde-b87f-4f98-995c-6fc892923bd8,com.whatsapp,Steven Hyatt,5,"I just start few mouth ago use whatsapp account talk to friends and family members i love it alots ❤️😍for communication and no complaints,☺️ the only thing I don't like💔😑😡 about it. When it malfunctions or glitch when you're logging into and grateful No random person has contacted me yet. So that's",2026-01-28T15:23:02,0,,,,2026-01-29T15:46:29.604267
93c48233-e152-4e67-bebb-a8a91b11d48b,com.whatsapp,damu Damu,1,raj sk,2026-01-28T15:22:47,0,,,,2026-01-29T15:46:29.604268
5d708140-fcd6-4cab-8ba6-f2cb8d469d77,com.whatsapp,allahiar arianfar,1,اگر با تلگرام مقایسه کنم همین یک ستاره زیاد هم هست. امنیت که اصلا نداره و حفره‌های امنیتی دارد. امکانات و قابلیتهای تلگرام بسیار بیشتر و پیشرفته تر از واتساپ است. در واقع اصلا قابل مقایسه نیستند. برای حریم خصوصی کاربران ارزش خاصی قائل نیست و براحتی اطلاعات را در اختیار دولت ها قرار می دهد.,2026-01-28T15:22:35,0,2.25.37.76,,,2026-01-29T15:46:29.604269
0b1bde11-2d55-4fd2-8a0e-08072c765db7,com.whatsapp,Joseph Mashimikilo,3,this app cool,2026-01-28T15:22:35,0,2.25.37.76,,,2026-01-29T15:46:29.604270
73597f81-a637-4aaf-ab95-19deb96bd1d3,com.whatsapp,Gul Shan,5,very good,2026-01-28T15:21:40,0,2.26.2.72,,,2026-01-29T15:46:29.604271
ccbef34e-9587-4909-877f-d9d772cb06dd,com.whatsapp,Prince,1,If i block someone then he can't text but then why is he able to call me on WhatsApp? What is the use of blocking then?,2026-01-28T15:21:08,0,2.26.2.72,,,2026-01-29T15:46:29.604272
ed6f99c4-1f79-4a1a-b283-7db019d17fe2,com.whatsapp,Chika Ekechukwu,5,Good,2026-01-28T15:20:58,0,2.25.35.79,,,2026-01-29T15:46:29.604273
6a1c2e48-3764-41f8-ad9d-47afbb01971d,com.whatsapp,Masood,1,why is their a timer for about section now? I want permanent like before. This is so annoying.,2026-01-28T15:20:58,0,2.25.37.76,,,2026-01-29T15:46:29.604274
22517b06-fa8b-45cb-8025-c2e0a0af5dc0,com.whatsapp,Bitangimana Blaise,1,save my account protect any problems,2026-01-28T15:20:39,0,2.26.1.76,,,2026-01-29T15:46:29.604275
bc83967e-4819-48c3-9d22-a2ecb6bec541,com.whatsapp,Santu Dandapath,5,happy,2026-01-28T15:19:50,0,2.25.37.76,,,2026-01-29T15:46:29.604276
3324c8bf-cb3d-447c-ae81-e9d01a51cdbb,com.whatsapp,Awais,3,"The PC and web version of the app is giving so much issues like voice messages are taking a lot of time to load and pictures and videos. It's also taking much more memory and resources than it used to, the recent update has changed everything.",2026-01-28T15:19:50,0,2.26.2.72,,,2026-01-29T15:46:29.604277
26dfd7fa-3d72-4bbf-9e03-7f71e98f5187,com.whatsapp,DuraisingamAC service,5,சூப்பர்,2026-01-28T15:19:38,0,2.26.1.76,,,2026-01-29T15:46:29.604278
9273c3e7-2327-4c07-811c-da5324ecdfe7,com.whatsapp,Ahad Rajpoot,5,nice 🙂,2026-01-28T15:18:50,0,2.26.2.72,,,2026-01-29T15:46:29.604279
